x,y,z,unvariate_pos
2.2379255890240133,14.24024147387704,-4.6504458631746335,5.1609066711505776
7.558138671641409,19.27082230229686,11.240418111756208,13.545200607848463
1.8462209645892007,5.3329639159100095,-11.007997063777358,11.16174409338521
7.112017775667554,5.6104673444596385,11.576065473766226,13.586246306258905
6.964966216381351,4.127908757379984,11.680545484807213,13.59948150548335
-7.410043441845724,11.744296598312538,-6.980749213697378,10.180353795157485
4.307965216745391,8.883669204382969,-3.5651506802732684,5.59185690819616
0.5007916410352616,11.647611286999593,-11.029584305164715,11.040947523309155
3.548896892689163,5.86552570311645,13.41716963936692,13.878584592331029
12.12794050348811,2.301358739239337,4.448050434106477,12.917898185095835
6.070170265167589,20.231928803373847,2.9051863414633914,6.7295672020383455
8.192006988459017,17.588859755645284,-8.44534289694094,11.765746688836716
0.25899804445557956,7.862744336193402,7.816569555270291,7.820859262217305
3.8576257345650036,8.213212354078891,-10.666454864685939,11.342598277659334
6.0252000632351095,17.47787149885288,-9.847641238793313,11.544655636700085
5.920489833131974,13.369141447961752,-1.3146139176921119,6.064685450772272
7.01499721686113,16.568651931843828,-9.291505226713092,11.642261607205281
-9.329772853433894,8.310289565954797,-2.6654636935242704,9.703059218523201
-2.303604761246091,3.3027145956161568,-10.531223621127682,10.780225686609409
-9.070399118341358,1.026907274668722,-3.7562082143822733,9.817394782517434
8.907473657148257,20.673121401928174,10.025208070923838,13.410737631394726
2.7557410143635566,19.36868014393044,-4.484358177874863,5.263418737447995
12.366060771422516,10.104949433918902,3.450730304271386,12.83849674359626
-9.156267831883817,10.896069076739035,1.4399093337955216,9.268796011281175
5.8738900027738286,6.485494144691292,12.370075606545097,13.693843663352096
2.072740043094615,3.5446753586559776,7.287865784126394,7.576888475732508
-9.315976368869276,12.369796075619961,-2.7414610407217226,9.710974428095556
-7.154886046985573,10.415728091620974,-7.29775703977178,10.220061259938094
0.42952742941424854,16.12480589747297,14.100173057862866,14.106713794300255
-1.8414458450108353,13.528095994591625,7.871264283531229,8.083793924965063
-4.961316087937012,2.2912844703755613,-9.258051807252922,10.503627020710596
1.6447129248214045,17.59310156078713,7.457709459302758,7.6369176363535844
10.928504903704079,16.22231063906544,-5.238938826233653,12.11935227045169
-8.755869067556793,9.378375743166334,-4.647251000386185,9.91272843312013
-4.986832953306814,0.7299992678092189,6.86172948874416,8.482442718986551
12.4307758175735,11.91136252015632,3.0956651547649727,12.81043832884715
-7.1190077066726865,5.592372042285251,5.1676736934650425,8.796881386593531
1.9249425490258825,4.817410533686108,-4.722193157973555,5.099461936151942
2.7093331049426053,8.0716301843709,6.975864448543102,7.4835266203833
11.154985472226452,9.231953352099017,6.908192830747375,13.12085473863546
5.311360249614115,7.15653393927022,-10.17371777473198,11.476719089577749
