x,y
0.9999803002751568,0.006276867180937232
0.9999212018767858,0.012553487056761783
0.999822707133331,0.018829612332104652
0.9996848199254315,0.02510499573108383
0.999507545685767,0.03137939000704683
0.9992908913988453,0.03765254795231206
0.999034865600726,0.04392422240790868
0.9987394783786845,0.05019416627331453
0.998404741370815,0.05646213251619175
0.9980306677655713,0.06272787418211972
0.9976172723012476,0.06899114440432493
0.9971645712653977,0.07525169641340737
0.9966725824941932,0.08150928354706317
0.9961413253717212,0.08776365925980288
0.9955708208292197,0.09401457713266531
0.9949610913442537,0.10026179088292622
0.9943121609398295,0.1065050543738018
0.993624055183448,0.11274412162414621
0.9928968011860971,0.11897874681814329
0.9921304276011843,0.12520868431499138
0.9913249646234069,0.1314336886585815
0.9904804439875632,0.1376535145871682
0.9895968989673012,0.14386791704303284
0.9886743643738087,0.15007665118213845
0.987712876554441,0.15627947238377674
0.9867124733912889,0.16247613626020582
0.9856731942996867,0.16866639866627908
0.9845950802266584,0.17485001570906433
0.9834781736493055,0.18102674375745303
0.9823225185731322,0.18719633945175915
0.9811281605303128,0.19335855971330762
0.9798951465778968,0.19951316175401124
0.9786235252959552,0.2056599030859366
0.9773133467856671,0.2117985415308578
0.9759646626673444,0.21792883522979833
0.9745775260783994,0.22405054265256005
0.9731519916712503,0.23016342260723938
0.9716881156111683,0.23626723424973
0.9701859555740645,0.24236173709321232
0.9686455707442176,0.24844669101762817
0.9670670218119425,0.2545218562791415
0.9654503709711981,0.26058699351958436
0.9637956819171382,0.2666418637758871
0.9621030198436006,0.27268622848949375
0.9603724514405396,0.2787198495157609
0.958604044891398,0.2847424891333405
0.9567978698704207,0.2907539100535459
0.9549539975399095,0.2967538754297011
0.9530725005474194,0.302742148866472
0.9511534530228968,0.30871849442918087
0.9491969305757577,0.3146826766531011
0.94720301029191,0.32063446055273553
0.9451717707307158,0.3265736116310736
0.9431032919218956,0.3324998958888314
0.9409976553623765,0.3384130798336704
0.9388549440130799,0.3443129304893974
0.936675242295654,0.35019921540514315
0.9344586360891469,0.35607170266452143
0.9322052127266233,0.3619301608947658
0.9299150609917235,0.3677743592758461
0.9275882711151657,0.3736040675495622
0.9252249347711905,0.3794190560286163
0.9228251450739493,0.38521909560566236
0.9203889965738354,0.39100395776233293
0.9179165852537594,0.39677341457824244
0.9154080085253663,0.40252723873996754
0.912863365225199,0.40826520355000245
0.910282755610803,0.4139870829356915
0.9076662813567771,0.41969265145813556
0.9050140455507668,0.42538168432107487
0.9023261526894035,0.4310539573797453
0.8996027086741867,0.4367092471497098
0.896843820807312,0.4423473308156637
0.8940495977874426,0.44796798624021333
0.8912201497054284,0.45357099197262796
0.8883555880399664,0.45915612725756527
0.8854560256532099,0.46472317204376856
0.8825215767863213,0.4702719069927368
0.8795523570549709,0.4758021134873667
0.8765484834447824,0.4813135736405655
0.8735100743067228,0.48680607030383627
0.87043724935244,0.49227938707583324
0.8673301296495464,0.4977333083108876
0.8641888376168482,0.5031676191275039
0.8610134970195229,0.5085821054168265
0.8578042329642426,0.5139765538510754
0.8545611718942449,0.5193507518919511
0.8512844415843512,0.524704487799008
0.8479741711359327,0.5300375506379977
0.8446304909718232,0.5353497302891792
0.8412535328311812,0.5406408174555976
0.8378434297642989,0.5459106036713303
0.8344003161273608,0.5511588813097004
0.8309243275771491,0.5563854435914573
0.8274156010656999,0.5615900845929231
0.8238742748349069,0.5667725992541067
0.8203004884110747,0.5719327833867824
0.8166943825994218,0.5770704336825352
0.8130560994785325,0.5821853477207707
0.8093857823947597,0.5872773239766905
0.8056835759565767,0.5923461618292324
0.8019496260288796,0.5973916615689745
0.7981840797272409,0.6024136244060035
0.7943870854121126,0.6074118524777475
0.7905587926829812,0.6123861488567709
0.7866993523724735,0.6173363175585338
0.7828089165404136,0.6222621635491136
0.7788876384678325,0.627163492752889
0.7749356726509284,0.6320401120601864
0.7709531747949796,0.6368918293348892
0.7669403018082099,0.6417184534220064
0.7628972117956068,0.6465197941552053
0.7588240640526918,0.6512956623643031
0.7547210190592444,0.6560458698827207
0.7505882384729792,0.6607702295548962
0.7464258851231773,0.6654685552436579
0.7422341230042699,0.6701406618375596
0.7380131172693778,0.6747863652581723
0.7337630342238041,0.6794054824673381
0.7294840413184818,0.683997831474381
0.7251763071433764,0.6885632313432771
0.7208400014208443,0.693101502199784
0.7164752949989442,0.6976124652385275
0.7120823598447075,0.7020959427300464
0.7076613690373614,0.7065517580277947
0.7032124967615111,0.7109797355751017
0.6987359183002759,0.7153797009120892
0.6942318100283835,0.7197514806825439
0.6897003494052214,0.7240949026407488
0.6851417149678443,0.728409795658269
0.6805560863239402,0.7326959897306942
0.6759436441447544,0.7369533159843367
0.6713045701579703,0.7411816066828849
0.6666390471405502,0.7453806952340122
0.6619472589115333,0.7495504161959404
0.6572293903247939,0.7536906052839586
0.652485627261758,0.7578010993768947
0.6477161566240799,0.7618817365235436
0.6429211663262778,0.7659323559490476
0.6381008452883309,0.7699527980612303
0.6332553834282352,0.7739429044568849
0.6283849716545216,0.7779025179280152
0.6234898018587336,0.7818314824680297
0.6185700669078674,0.7857296432778875
0.6136259606367725,0.789596846772198
0.6086576778405156,0.7934329405852716
0.6036654142667042,0.7972377735771232
0.5986493666077761,0.8010111958394268
0.5936097324932486,0.8047530587014217
0.5885467104819325,0.8084632147357703
0.5834605000541088,0.8121415177643668
0.5783513016036691,0.815787822864096
0.5732193164302208,0.8194019863725437
0.5680647467311558,0.8229838658936564
0.5628877955936835,0.8265333203033521
0.5576886669868295,0.8300502097550805
0.5524675657534,0.8335343956853326
0.5472246976019102,0.8369857408191002
0.5419602690984803,0.8404041091752841
0.536674487658696,0.8437893660720526
0.5313675615394374,0.8471413781321464
0.5260396998306729,0.8504600132881355
0.5206911124472219,0.8537451407876209
0.515322010120484,0.8569966311983869
0.509932604390136,0.8602143564135005
0.5045231075957979,0.8633981896563595
0.4990937328686666,0.8665480054856858
0.4936446941231184,0.8696636798004691
0.48817620604828144,0.8727450898448561
0.482688484099576,0.8757921142129869
0.4771817444902271,0.8788046328537781
0.471656204182745,0.8817825270756531
0.466112080880377,0.8847256795512183
0.4605495930185301,0.8876339743218858
0.4549689597561651,0.8905072968024423
0.44937040096716135,0.8933455337855631
0.4437541372316542,0.8961485734462731
0.4381203898273441,0.898916305346352
0.43246938072077845,0.9016486204386864
0.4268013325586062,0.9043454110715651
0.4211164686588058,0.9070065709929211
0.41541501300188644,0.9096319953545183
0.40969719022206336,0.9122215807160815
0.4039632255984075,0.9147752250493725
0.3982133450459698,0.9172928277422098
0.39244777510687934,0.919774289602433
0.38666674294141884,0.9222195128618103
0.38087047631907467,0.9246284011798909
0.3750592036095618,0.9270008596478005
0.3692331537738269,0.9293367947919815
0.36339255635502743,0.9316361145778743
0.3575376414694874,0.933898728413545
0.3516686397976314,0.9361245471532534
0.3457857825748956,0.9383134831009661
0.3398893015826169,0.9404654500138114
0.3339794291389015,0.9425803631054773
0.3280563980894715,0.9446581390495518
0.32212044179849053,0.946698695982806
0.3161717941393702,0.9487019535084197
0.31021068948555447,0.9506678326991489
0.30423736270128615,0.9525962561004353
